Title,Username,final_review,compound,sentiment,adjectives_only
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Sarah,jay was awesome she showed us the best spots in town that locals enjoy we got to try so many dishes and she explained the backstory of all of them it was so delicious and i wish i could have eaten more thank you jay for the lovely evening and for help getting around town afterwards i highly recommend this tour to anyone who likes food and culture,0.9873,Positive,best many backstory delicious thank
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Kristian,absolutely brilliant stephen took our group of on a fun filled foodie feasting evening of adventure we ate and enjoyed everything…including durian fruit he gets stars from us and the whole group left smiling would definitely recommend,0.9647,Positive,brilliant foodie evening durian stars whole
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Patricia,we enjoyed it very much and met great new people and friends ian was fabulous funny and charming he knows a lot no matter what you ask him he also made it possible to respond flexibly to food restrictions eg no chicken we came home happy and full thank you ian,0.9771,Positive,much great new ian fabulous funny possible happy full ian
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Ludovica,the tour with kiran has been amazing she knows a lot about kuala lumpur story culture and food the experience has been great and the food as well definitely recommend,0.9349,Positive,lumpur great
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Mayurakshi,loved this fantastic food tour nadia is an incredible host her enthusiasm depth of knowledge and passion really made the tour even more special all the dishes and eateries allowed us to get a real taste of local malaysian food and culture,0.9468,Positive,fantastic incredible special real local malaysian
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Priyanka,highly recommend nadia made it super easy to try different dishes and ingredients everyone ventured out of their comfort zone and met fun other travelers in kl,0.9371,Positive,recommend super easy different
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Phil,jay was terrific she did a great job connecting with us all and even gave us ponchos for the rain it was a great experience,0.9062,Positive,great ponchos great
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Annka,the foodtour was really good and the guide had some amazing knowledge about everything also the food was really good and definitely worth a try,0.9331,Positive,good good worth
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Keelee,this was a fantastic tour we tried places and things that were very unique everything was well thought out and timed perfectly,0.872,Positive,fantastic unique
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Nicholas,tour went an hour over stated time and everyone was tired before the tour wrapped up there was too much food so i would suggest sharing portions for most tastings and a smaller amount shared between the table guests,0.3744,Positive,tour much smaller table
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Dominique,what a night had an absolute blast on this food tour kiran was a fantastic guide full of energy insanely knowledgeable and made the city’s culture and flavours come alive with every stop would highly recommend this experience to anyone and everyone visiting kl come hungry you’re in for a treat,0.8908,Positive,fantastic full knowledgeable alive hungry
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Andrew,this was the most knowledgeable and personable host that ive encountered on a food tour kiran is very professional and very fun the food tour itself is a great mixture of food and culture with a balance of walking talking and eating i definitely recommend if you have time you will get a change to try a little bit of everything,0.9168,Positive,knowledgeable personable professional great recommend little
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Amber,i just moved to kl and this was a great way to immerse myself into the local food and culture also come hungry and maybe bring takeaway containers,0.6249,Positive,great immerse local hungry
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Bernhard,the street food tour was a treat our guide was friendly very knowledgeable and gave us a great insight into the local food culture with personal stories there was a lot of delicious food – a real highlight for foodies,0.9442,Positive,knowledgeable great insight local personal delicious real
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Patrick,a really great food tour we really enjoyed it lots of delicious food and local tastings we recommend,0.9347,Positive,great enjoyed delicious local
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Kushla,great way to taste kl steve was an excellent guide very informative and friendly,0.9055,Positive,great excellent informative friendly
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Colette,steve was excellent super friendly and knowledgeable without steve making it so easy i would not have tried durian not only a good tour but a history lesson and key landmarks tour loved it and highly recommend,0.9486,Positive,steve excellent knowledgeable easy durian good key recommend
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Rohan,loved the food tour had a great time enjoying the local cuisine and culture it might be a hour tour almost one will not realise how quickly time passes by plus you cover some of the beautiful attractions on the way so thats icing on the cake kash was our guide and he was super helpful and made sure we were comfortable all through out the food tour strongly recommended,0.9865,Positive,great local cover beautiful sure comfortable
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Rachel,amazing tour loads of food and everything was absolutely amazing uncle sam was a great guide the group was fun and everywhere we went was fantastic but not necessarily somewhere we’d have found ourselves it was the highlight from our time in kl,0.9169,Positive,amazing great fantastic
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Ayon,great host,0.6249,Positive,great
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Susie,my husband and i absolutely loved this tour kash was an amazing host and took us to the best food stalls he went above and beyond to show us places that weren’t on the tour and connected with us make sure you have an empty belly before the tour we were stuffed by the end of it the best food tour i’ve ever taken,0.9577,Positive,tour best sure empty stuffed best
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Kirrily,this tour is a must when visiting kl uncle sam is a great tour guide with extensive local knowledge,0.6249,Positive,great extensive local
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Diari,the food tour was such a great experience nadia was fantastic—super friendly and really passionate about sharing the local food and culture we got to try a variety of delicious dishes many of which we’d never have discovered or tried on our own each stop felt carefully chosen and gave us a real taste of the city it honestly felt like exploring kl with a local friend come hungry and ready to learn—highly recommended,0.9819,Positive,great passionate local try delicious many tried real local hungry ready
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Christopher,ian was very professional he was very knowledgeable and made the food tour enjoyable for everyone a great tour for those who want to experience kuala lumpur food culture,0.8074,Positive,ian enjoyable great
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Mary,so impressed what an incredible street food tour even though i wasnt feeling due to some tummy issues im so glad i didnt cancel it because our guide kiran was a firecracker and a wealth of knowledge about not just the food scene but malaysian history culture and so much more she gave such great recommendations i wished i did the tour at the beginning of my stay in kl so i could try all her recommendations believe me we were all ready to burst at the end of the tour you should not miss out on this experience,0.9486,Positive,impressed incredible wasnt due didnt malaysian much great ready burst tour
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Nathalie,our host jay was very welcoming and knew a lot about the food and culture we had so much to eat we discovered a lot of new flavors this is a very nice way to be included in the local food stage thank you,0.831,Positive,much new nice local
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Reed,steve did an excellent job of touring us around the local food scene of kl he was very knowledgeable and the variety of food we tasted was delicious come hungry cause there’s a lot to taste,0.8126,Positive,steve excellent local knowledgeable delicious come
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Omar,there was a wide variety of food to try noodles fish rice chicken fruits and a great mix of national foods we also enjoyed a nice range of drinks from hot teas to refreshing smoothies in different flavors what i really appreciated was the range of spice levels available whether youre a spice lover or someone who prefers milder flavors like me theres something for everyone,0.9657,Positive,wide fish great mix national nice hot different appreciated available
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Olavo,the guide was spectacular she grew up here and knows everything about gastronomy i loved it and recommend it,0.7506,Positive,
